Team,full_name,first_name,last_name,Pos,Ht,Wt,Birth Date,Country,Exp,College,id,is_active,Season
DAL,Dorian Finney-Smith,Dorian,Finney-Smith,PF,6-7,220,"May 4, 1993",us,6,Florida,1627827,True,2023
BRK,Dorian Finney-Smith,Dorian,Finney-Smith,PF,6-7,220,"May 4, 1993",us,7,Florida,1627827,True,2024
MIN,Nathan Knight,Nathan,Knight,C,6-8,253,"September 20, 1997",us,2,William & Mary,1630233,True,2023
NYK,Ryan Arcidiacono,Ryan,Arcidiacono,PG,6-3,195,"March 26, 1994",us,5,Villanova,1627853,True,2023
POR,Ryan Arcidiacono,Ryan,Arcidiacono,PG,6-3,195,"March 26, 1994",us,5,Villanova,1627853,True,2023
MIL,Danilo Gallinari,Danilo,Gallinari,SF,6-10,233,"August 8, 1988",it,13,,201568,True,2024
OKC,Josh Giddey,Josh,Giddey,PF,6-8,210,"October 10, 2002",au,1,,1630581,True,2023
OKC,Josh Giddey,Josh,Giddey,SG,6-8,210,"October 10, 2002",au,2,,1630581,True,2024
ATL,Trae Young,Trae,Young,PG,6-1,164,"September 19, 1998",us,4,Oklahoma,1629027,True,2023
ATL,Trae Young,Trae,Young,PG,6-1,164,"September 19, 1998",us,5,Oklahoma,1629027,True,2024
GSW,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,SF,6-9,220,"November 18, 2002",us,R,UW-Milwaukee,1631116,True,2023
WAS,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,SF,6-9,220,"November 18, 2002",us,1,UW-Milwaukee,1631116,True,2024
DET,Killian Hayes,Killian,Hayes,PG,6-5,195,"July 27, 2001",us,2,,1630165,True,2023
LAL,Mo Bamba,Mo,Bamba,C,7-0,231,"May 12, 1998",us,4,Texas,1628964,True,2023
ORL,Mo Bamba,Mo,Bamba,C,7-0,231,"May 12, 1998",us,4,Texas,1628964,True,2023
PHI,Mo Bamba,Mo,Bamba,C,7-0,231,"May 12, 1998",us,5,Texas,1628964,True,2024
BRK,Mikal Bridges,Mikal,Bridges,SG,6-6,209,"August 30, 1996",us,4,Villanova,1628969,True,2023
PHO,Mikal Bridges,Mikal,Bridges,SF,6-6,209,"August 30, 1996",us,4,Villanova,1628969,True,2023
BRK,Mikal Bridges,Mikal,Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,1628969,True,2024
IND,Buddy Hield,Buddy,Hield,SF,6-4,220,"December 17, 1992",bs,6,Oklahoma,1627741,True,2023
PHI,Buddy Hield,Buddy,Hield,SG,6-4,220,"December 17, 1992",bs,7,Oklahoma,1627741,True,2024
BRK,Kessler Edwards,Kessler,Edwards,SF,6-8,215,"August 9, 2000",us,1,Pepperdine,1630556,True,2023
SAC,Kessler Edwards,Kessler,Edwards,SF,6-8,215,"August 9, 2000",us,1,Pepperdine,1630556,True,2023
SAC,Kessler Edwards,Kessler,Edwards,SF,6-8,215,"August 9, 2000",us,2,Pepperdine,1630556,True,2024
DAL,Dante Exum,Dante,Exum,PG,6-5,214,"July 13, 1995",au,6,,203957,True,2024
SAC,Jalen Slawson,Jalen,Slawson,SF,6-7,215,"October 22, 1999",us,R,Furman University,1641771,True,2024
PHO,Deandre Ayton,Deandre,Ayton,C,7-0,250,"July 23, 1998",bs,4,Arizona,1629028,True,2023
POR,Deandre Ayton,Deandre,Ayton,C,7-0,250,"July 23, 1998",bs,5,Arizona,1629028,True,2024
UTA,Brice Sensabaugh,Brice,Sensabaugh,SF,6-6,235,"October 30, 2003",us,R,Ohio State,1641729,True,2024
POR,Shaedon Sharpe,Shaedon,Sharpe,SG,6-6,200,"May 30, 2003",ca,R,Kentucky,1631101,True,2023
POR,Shaedon Sharpe,Shaedon,Sharpe,SG,6-6,200,"May 30, 2003",ca,1,Kentucky,1631101,True,2024
SAC,Malik Monk,Malik,Monk,SG,6-3,200,"February 4, 1998",us,5,Kentucky,1628370,True,2023
SAC,Malik Monk,Malik,Monk,SG,6-3,200,"February 4, 1998",us,6,Kentucky,1628370,True,2024
MIN,Luka Garza,Luka,Garza,C,6-10,235,"December 27, 1998",us,1,Iowa,1630568,True,2023
MIN,Luka Garza,Luka,Garza,C,6-10,235,"December 27, 1998",us,2,Iowa,1630568,True,2024
HOU,KJ Martin,KJ,Martin,SF,6-6,215,"January 6, 2001",us,2,,1630231,True,2023
PHI,KJ Martin,KJ,Martin,SF,6-6,215,"January 6, 2001",us,3,,1630231,True,2024
MIL,Grayson Allen,Grayson,Allen,SG,6-4,198,"October 8, 1995",us,4,Duke,1628960,True,2023
PHO,Grayson Allen,Grayson,Allen,SG,6-4,198,"October 8, 1995",us,5,Duke,1628960,True,2024
MIN,Anthony Edwards,Anthony,Edwards,SG,6-4,225,"August 5, 2001",us,2,Georgia,1630162,True,2023
MIN,Anthony Edwards,Anthony,Edwards,SG,6-4,225,"August 5, 2001",us,3,Georgia,1630162,True,2024
PHO,Cameron Payne,Cameron,Payne,PG,6-3,183,"August 8, 1994",us,7,Murray State,1626166,True,2023
PHI,Cameron Payne,Cameron,Payne,PG,6-3,183,"August 8, 1994",us,8,Murray State,1626166,True,2024
UTA,Collin Sexton,Collin,Sexton,PG,6-3,190,"January 4, 1999",us,4,Alabama,1629012,True,2023
UTA,Collin Sexton,Collin,Sexton,SG,6-3,190,"January 4, 1999",us,5,Alabama,1629012,True,2024
DET,Bojan Bogdanovic,Bojan,Bogdanovic,PF,6-7,226,"April 18, 1989",ba,8,,202711,True,2023
NYK,Bojan Bogdanovic,Bojan,Bogdanovic,SF,6-7,226,"April 18, 1989",ba,9,,202711,True,2024
ATL,Bruno Fernando,Bruno,Fernando,C,6-9,240,"August 15, 1998",ao,3,Maryland,1628981,True,2023
HOU,Bruno Fernando,Bruno,Fernando,C,6-9,240,"August 15, 1998",ao,3,Maryland,1628981,True,2023
ATL,Bruno Fernando,Bruno,Fernando,C,6-9,240,"August 15, 1998",ao,4,Maryland,1628981,True,2024
LAC,Luke Kennard,Luke,Kennard,SG,6-5,206,"June 24, 1996",us,5,Duke,1628379,True,2023
MEM,Luke Kennard,Luke,Kennard,SG,6-5,206,"June 24, 1996",us,5,Duke,1628379,True,2023
MEM,Luke Kennard,Luke,Kennard,SG,6-5,206,"June 24, 1996",us,6,Duke,1628379,True,2024
NYK,Jacob Toppin,Jacob,Toppin,SF,6-9,205,"May 8, 2000",us,R,"Rhode Island, Kentucky",1631210,True,2024
OKC,Jaylin Williams,Jaylin,Williams,C,6-9,240,"June 29, 2002",us,R,Arkansas,1631119,True,2023
OKC,Jaylin Williams,Jaylin,Williams,C,6-9,240,"June 29, 2002",us,1,Arkansas,1631119,True,2024
ORL,Jett Howard,Jett,Howard,SF,6-8,215,"September 14, 2003",us,R,Michigan,1641724,True,2024
UTA,Walker Kessler,Walker,Kessler,C,7-0,245,"July 26, 2001",us,R,"UNC, Auburn",1631117,True,2023
UTA,Walker Kessler,Walker,Kessler,C,7-0,245,"July 26, 2001",us,1,"UNC, Auburn",1631117,True,2024
UTA,Keyonte George,Keyonte,George,PG,6-4,185,"November 8, 2003",us,R,Baylor,1641718,True,2024
MIN,Jordan McLaughlin,Jordan,McLaughlin,PG,6-0,185,"April 9, 1996",us,3,USC,1629162,True,2023
MIN,Jordan McLaughlin,Jordan,McLaughlin,PG,6-0,185,"April 9, 1996",us,4,USC,1629162,True,2024
CLE,Caris LeVert,Caris,LeVert,SG,6-6,205,"August 25, 1994",us,6,Michigan,1627747,True,2023
CLE,Caris LeVert,Caris,LeVert,SG,6-6,205,"August 25, 1994",us,7,Michigan,1627747,True,2024
LAC,Ivica Zubac,Ivica,Zubac,C,7-0,240,"March 18, 1997",ba,6,,1627826,True,2023
LAC,Ivica Zubac,Ivica,Zubac,C,7-0,240,"March 18, 1997",ba,7,,1627826,True,2024
OKC,Olivier Sarr,Olivier,Sarr,C,7-0,237,"February 20, 1999",fr,1,"Wake Forest, Kentucky",1630846,True,2023
OKC,Olivier Sarr,Olivier,Sarr,C,7-0,237,"February 20, 1999",fr,2,"Wake Forest, Kentucky",1630846,True,2024
DEN,Nikola Jokic,Nikola,Jokic,C,6-11,284,"February 19, 1995",rs,7,,203999,True,2023
DEN,Nikola Jokic,Nikola,Jokic,C,6-11,284,"February 19, 1995",rs,8,,203999,True,2024
MIL,Bobby Portis,Bobby,Portis,PF,6-10,250,"February 10, 1995",us,7,Arkansas,1626171,True,2023
MIL,Bobby Portis,Bobby,Portis,PF,6-10,250,"February 10, 1995",us,8,Arkansas,1626171,True,2024
IND,Andrew Nembhard,Andrew,Nembhard,SG,6-5,193,"January 16, 2000",ca,R,"Florida, Gonzaga",1629614,True,2023
IND,Andrew Nembhard,Andrew,Nembhard,PG,6-5,193,"January 16, 2000",ca,1,"Florida, Gonzaga",1629614,True,2024
TOR,Gary Trent Jr.,Gary,Trent Jr.,SG,6-5,209,"January 18, 1999",us,4,Duke,1629018,True,2023
TOR,Gary Trent Jr.,Gary,Trent Jr.,SG,6-5,209,"January 18, 1999",us,5,Duke,1629018,True,2024
TOR,Chris Boucher,Chris,Boucher,PF,6-9,200,"January 11, 1993",lc,5,Oregon,1628449,True,2023
TOR,Chris Boucher,Chris,Boucher,PF,6-9,200,"January 11, 1993",lc,6,Oregon,1628449,True,2024
NYK,Josh Hart,Josh,Hart,SF,6-4,215,"March 6, 1995",us,5,Villanova,1628404,True,2023
POR,Josh Hart,Josh,Hart,SF,6-4,215,"March 6, 1995",us,5,Villanova,1628404,True,2023
NYK,Josh Hart,Josh,Hart,SF,6-4,215,"March 6, 1995",us,6,Villanova,1628404,True,2024
TOR,Thaddeus Young,Thaddeus,Young,PF,6-8,235,"June 21, 1988",us,15,Georgia Tech,201152,True,2023
PHO,Thaddeus Young,Thaddeus,Young,PF,6-8,235,"June 21, 1988",us,16,Georgia Tech,201152,True,2024
CHO,Gordon Hayward,Gordon,Hayward,SF,6-7,225,"March 23, 1990",us,12,Butler,202330,True,2023
OKC,Gordon Hayward,Gordon,Hayward,SF,6-7,225,"March 23, 1990",us,13,Butler,202330,True,2024
MIL,Lindell Wigginton,Lindell,Wigginton,PG,6-2,189,"March 28, 1998",ca,1,Iowa State,1629623,True,2023
WAS,Daniel Gafford,Daniel,Gafford,C,6-10,234,"October 1, 1998",us,3,Arkansas,1629655,True,2023
DAL,Daniel Gafford,Daniel,Gafford,PF,6-10,234,"October 1, 1998",us,4,Arkansas,1629655,True,2024
MIA,Orlando Robinson,Orlando,Robinson,C,7-0,235,"July 10, 2000",us,R,Fresno State,1631115,True,2023
MIA,Orlando Robinson,Orlando,Robinson,C,7-0,235,"July 10, 2000",us,1,Fresno State,1631115,True,2024
POR,Greg Brown III,Greg,Brown III,PF,6-7,205,"September 1, 2001",us,1,Texas,1630535,True,2023
DAL,Greg Brown III,Greg,Brown III,PF,6-7,205,"September 1, 2001",us,2,Texas,1630535,True,2024
DET,James Wiseman,James,Wiseman,C,7-0,240,"March 31, 2001",us,1,Memphis,1630164,True,2023
GSW,James Wiseman,James,Wiseman,C,7-0,240,"March 31, 2001",us,1,Memphis,1630164,True,2023
DET,James Wiseman,James,Wiseman,C,7-0,240,"March 31, 2001",us,2,Memphis,1630164,True,2024
PHO,Bismack Biyombo,Bismack,Biyombo,C,6-8,255,"August 28, 1992",cd,11,,202687,True,2023
OKC,Bismack Biyombo,Bismack,Biyombo,C,6-8,255,"August 28, 1992",cd,12,,202687,True,2024
NYK,Jalen Brunson,Jalen,Brunson,PG,6-2,190,"August 31, 1996",us,4,Villanova,1628973,True,2023
NYK,Jalen Brunson,Jalen,Brunson,PG,6-2,190,"August 31, 1996",us,5,Villanova,1628973,True,2024
NOP,"Devonte' Graham","Devonte'",Graham,PG,6-1,195,"February 22, 1995",us,4,Kansas,1628984,True,2023
SAS,"Devonte' Graham","Devonte'",Graham,PG,6-1,195,"February 22, 1995",us,4,Kansas,1628984,True,2023
SAS,"Devonte' Graham","Devonte'",Graham,PG,6-1,195,"February 22, 1995",us,5,Kansas,1628984,True,2024
PHO,Torrey Craig,Torrey,Craig,PF,6-7,221,"December 19, 1990",us,5,USC Upstate,1628470,True,2023
CHI,Torrey Craig,Torrey,Craig,SF,6-7,221,"December 19, 1990",us,6,USC Upstate,1628470,True,2024
CHO,Mason Plumlee,Mason,Plumlee,C,6-10,254,"March 5, 1990",us,9,Duke,203486,True,2023
LAC,Mason Plumlee,Mason,Plumlee,C,6-10,254,"March 5, 1990",us,9,Duke,203486,True,2023
LAC,Mason Plumlee,Mason,Plumlee,C,6-10,254,"March 5, 1990",us,10,Duke,203486,True,2024
DET,Cory Joseph,Cory,Joseph,PG,6-2,200,"August 20, 1991",ca,11,Texas,202709,True,2023
MIA,Victor Oladipo,Victor,Oladipo,SG,6-3,213,"May 4, 1992",us,9,Indiana,203506,True,2023
GSW,Jerome Robinson,Jerome,Robinson,SG,6-4,190,"February 22, 1997",us,3,Boston College,1629010,True,2024
HOU,Tari Eason,Tari,Eason,PF,6-8,216,"May 10, 2001",us,R,"Cincinnati, LSU",1631106,True,2023
HOU,Tari Eason,Tari,Eason,PF,6-8,216,"May 10, 2001",us,1,"Cincinnati, LSU",1631106,True,2024
HOU,Usman Garuba,Usman,Garuba,C,6-8,220,"March 9, 2002",es,1,,1630586,True,2023
GSW,Usman Garuba,Usman,Garuba,PF,6-8,220,"March 9, 2002",es,2,,1630586,True,2024
HOU,Boban Marjanovic,Boban,Marjanovic,C,7-4,290,"August 15, 1988",rs,7,,1626246,True,2023
HOU,Boban Marjanovic,Boban,Marjanovic,C,7-4,290,"August 15, 1988",rs,8,,1626246,True,2024
LAL,Colin Castleton,Colin,Castleton,C,6-11,250,"May 25, 2000",us,R,"Michigan, Florida",1630658,True,2024
MIA,Kyle Lowry,Kyle,Lowry,PG,6-0,196,"March 25, 1986",us,16,Villanova,200768,True,2023
PHI,Kyle Lowry,Kyle,Lowry,PG,6-0,196,"March 25, 1986",us,17,Villanova,200768,True,2024
PHI,Saben Lee,Saben,Lee,PG,6-2,183,"June 23, 1999",us,2,Vanderbilt,1630240,True,2023
PHO,Saben Lee,Saben,Lee,PG,6-2,183,"June 23, 1999",us,2,Vanderbilt,1630240,True,2023
PHO,Saben Lee,Saben,Lee,PG,6-2,183,"June 23, 1999",us,3,Vanderbilt,1630240,True,2024
CLE,Sam Merrill,Sam,Merrill,SG,6-4,205,"May 15, 1996",us,2,Utah State University,1630241,True,2023
CLE,Sam Merrill,Sam,Merrill,SG,6-4,205,"May 15, 1996",us,3,Utah State University,1630241,True,2024
BRK,Seth Curry,Seth,Curry,SG,6-1,185,"August 23, 1990",us,8,"Liberty, Duke",203552,True,2023
CHO,Seth Curry,Seth,Curry,SG,6-1,185,"August 23, 1990",us,9,"Liberty, Duke",203552,True,2024
HOU,Josh Christopher,Josh,Christopher,SG,6-5,215,"December 8, 2001",us,1,Arizona State,1630528,True,2023
SAC,Domantas Sabonis,Domantas,Sabonis,C,6-10,240,"May 3, 1996",us,6,Gonzaga,1627734,True,2023
SAC,Domantas Sabonis,Domantas,Sabonis,C,6-10,240,"May 3, 1996",us,7,Gonzaga,1627734,True,2024
CHO,Theo Maledon,Theo,Maledon,PG,6-4,175,"June 12, 2001",fr,2,,1630177,True,2023
ORL,Admiral Schofield,Admiral,Schofield,PF,6-5,241,"March 30, 1997",gb,2,Tennessee,1629678,True,2023
ORL,Admiral Schofield,Admiral,Schofield,PF,6-5,241,"March 30, 1997",gb,3,Tennessee,1629678,True,2024
WAS,Jay Huff,Jay,Huff,C,7-1,240,"August 25, 1998",us,1,Virginia,1630643,True,2023
DEN,Jay Huff,Jay,Huff,C,7-1,240,"August 25, 1998",us,2,Virginia,1630643,True,2024
NYK,RJ Barrett,RJ,Barrett,SG,6-6,214,"June 14, 2000",ca,3,Duke,1629628,True,2023
TOR,RJ Barrett,RJ,Barrett,SG,6-6,214,"June 14, 2000",ca,4,Duke,1629628,True,2024
GSW,Donte DiVincenzo,Donte,DiVincenzo,SG,6-4,203,"January 31, 1997",us,4,Villanova,1628978,True,2023
NYK,Donte DiVincenzo,Donte,DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,1628978,True,2024
CHI,Derrick Jones Jr.,Derrick,Jones Jr.,PF,6-5,210,"February 15, 1997",us,6,UNLV,1627884,True,2023
DAL,Derrick Jones Jr.,Derrick,Jones Jr.,SF,6-5,210,"February 15, 1997",us,7,UNLV,1627884,True,2024
CHI,Alex Caruso,Alex,Caruso,PG,6-5,186,"February 28, 1994",us,5,Texas A&M,1627936,True,2023
CHI,Alex Caruso,Alex,Caruso,SG,6-5,186,"February 28, 1994",us,6,Texas A&M,1627936,True,2024
OKC,Aaron Wiggins,Aaron,Wiggins,SG,6-6,200,"January 2, 1999",us,1,Maryland,1630598,True,2023
OKC,Aaron Wiggins,Aaron,Wiggins,SG,6-6,200,"January 2, 1999",us,2,Maryland,1630598,True,2024
WAS,Delon Wright,Delon,Wright,PG,6-5,185,"April 26, 1992",us,7,Utah,1626153,True,2023
MIA,Delon Wright,Delon,Wright,PG,6-5,185,"April 26, 1992",us,8,Utah,1626153,True,2024
CHO,Marques Bolden,Marques,Bolden,C,6-10,249,"April 17, 1998",us,2,Duke,1629716,True,2024
ORL,Wendell Carter Jr.,Wendell,Carter Jr.,C,6-10,270,"April 16, 1999",us,4,Duke,1628976,True,2023
ORL,Wendell Carter Jr.,Wendell,Carter Jr.,C,6-10,270,"April 16, 1999",us,5,Duke,1628976,True,2024
BOS,Luke Kornet,Luke,Kornet,C,7-2,250,"July 15, 1995",us,5,Vanderbilt,1628436,True,2023
BOS,Luke Kornet,Luke,Kornet,C,7-2,250,"July 15, 1995",us,6,Vanderbilt,1628436,True,2024
MIN,Mike Conley,Mike,Conley,PG,6-0,175,"October 11, 1987",us,15,Ohio State,201144,True,2023
UTA,Mike Conley,Mike,Conley,PG,6-0,175,"October 11, 1987",us,15,Ohio State,201144,True,2023
MIN,Mike Conley,Mike,Conley,PG,6-0,175,"October 11, 1987",us,16,Ohio State,201144,True,2024
BOS,Al Horford,Al,Horford,C,6-9,240,"June 3, 1986",do,15,Florida,201143,True,2023
BOS,Al Horford,Al,Horford,C,6-9,240,"June 3, 1986",do,16,Florida,201143,True,2024
IND,Jalen Smith,Jalen,Smith,C,6-10,215,"March 16, 2000",us,2,Maryland,1630188,True,2023
IND,Jalen Smith,Jalen,Smith,C,6-10,215,"March 16, 2000",us,3,Maryland,1630188,True,2024
CHO,P.J. Washington,P.J.,Washington,PF,6-7,230,"August 23, 1998",us,3,Kentucky,1629023,True,2023
DAL,P.J. Washington,P.J.,Washington,PF,6-7,230,"August 23, 1998",us,4,Kentucky,1629023,True,2024
SAC,Colby Jones,Colby,Jones,SG,6-6,205,"May 28, 2002",us,R,Xavier,1641732,True,2024
ORL,Chuma Okeke,Chuma,Okeke,SF,6-6,229,"August 18, 1998",us,2,Auburn,1629643,True,2023
ORL,Chuma Okeke,Chuma,Okeke,SF,6-6,229,"August 18, 1998",us,3,Auburn,1629643,True,2024
DET,Cade Cunningham,Cade,Cunningham,PG,6-6,220,"September 25, 2001",us,1,Oklahoma State,1630595,True,2023
DET,Cade Cunningham,Cade,Cunningham,PG,6-6,220,"September 25, 2001",us,2,Oklahoma State,1630595,True,2024
LAL,Troy Brown Jr.,Troy,Brown Jr.,SF,6-6,215,"July 28, 1999",us,4,Oregon,1628972,True,2023
DET,Troy Brown Jr.,Troy,Brown Jr.,SF,6-6,215,"July 28, 1999",us,5,Oregon,1628972,True,2024
UTA,Talen Horton-Tucker,Talen,Horton-Tucker,SG,6-4,234,"November 25, 2000",us,3,Iowa State,1629659,True,2023
UTA,Talen Horton-Tucker,Talen,Horton-Tucker,PG,6-4,234,"November 25, 2000",us,4,Iowa State,1629659,True,2024
DEN,Bones Hyland,Bones,Hyland,PG,6-2,173,"September 14, 2000",us,1,VCU,1630538,True,2023
LAC,Bones Hyland,Bones,Hyland,PG,6-2,173,"September 14, 2000",us,1,VCU,1630538,True,2023
LAC,Bones Hyland,Bones,Hyland,PG,6-2,173,"September 14, 2000",us,2,VCU,1630538,True,2024
MIA,Jamal Cain,Jamal,Cain,PF,6-7,191,"March 20, 1999",us,R,"Marquette, Oakland",1631288,True,2023
MIA,Jamal Cain,Jamal,Cain,PF,6-7,191,"March 20, 1999",us,1,"Marquette, Oakland",1631288,True,2024
DEN,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,SG,6-5,204,"February 18, 1993",us,9,Georgia,203484,True,2023
DEN,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,SG,6-5,204,"February 18, 1993",us,10,Georgia,203484,True,2024
CLE,Donovan Mitchell,Donovan,Mitchell,SG,6-3,215,"September 7, 1996",us,5,Louisville,1628378,True,2023
CLE,Donovan Mitchell,Donovan,Mitchell,SG,6-3,215,"September 7, 1996",us,6,Louisville,1628378,True,2024
MIA,Caleb Martin,Caleb,Martin,SF,6-5,205,"September 28, 1995",us,3,"NC State, Nevada",1628997,True,2023
MIA,Caleb Martin,Caleb,Martin,SF,6-5,205,"September 28, 1995",us,4,"NC State, Nevada",1628997,True,2024
TOR,Christian Koloko,Christian,Koloko,C,7-1,230,"June 20, 2000",cm,R,Arizona,1631132,True,2023
LAC,Jordan Miller,Jordan,Miller,SF,6-7,195,"January 23, 2000",us,R,"George Mason, Miami (FL)",1641757,True,2024
BRK,Nic Claxton,Nic,Claxton,C,6-11,215,"April 17, 1999",us,3,Georgia,1629651,True,2023
BRK,Nic Claxton,Nic,Claxton,C,6-11,215,"April 17, 1999",us,4,Georgia,1629651,True,2024
DAL,Dwight Powell,Dwight,Powell,C,6-10,240,"July 20, 1991",ca,8,Stanford,203939,True,2023
DAL,Dwight Powell,Dwight,Powell,C,6-10,240,"July 20, 1991",ca,9,Stanford,203939,True,2024
CLE,Isaiah Mobley,Isaiah,Mobley,PF,6-8,240,"September 24, 1999",us,R,USC,1630600,True,2023
CLE,Isaiah Mobley,Isaiah,Mobley,PF,6-8,240,"September 24, 1999",us,1,USC,1630600,True,2024
NYK,Obi Toppin,Obi,Toppin,PF,6-9,220,"March 4, 1998",us,2,Dayton,1630167,True,2023
IND,Obi Toppin,Obi,Toppin,PF,6-9,220,"March 4, 1998",us,3,Dayton,1630167,True,2024
UTA,Simone Fontecchio,Simone,Fontecchio,SF,6-8,209,"December 9, 1995",it,R,,1631323,True,2023
DET,Simone Fontecchio,Simone,Fontecchio,SF,6-8,209,"December 9, 1995",it,1,,1631323,True,2024
NOP,Brandon Ingram,Brandon,Ingram,SF,6-8,190,"September 2, 1997",us,6,Duke,1627742,True,2023
NOP,Brandon Ingram,Brandon,Ingram,SF,6-8,190,"September 2, 1997",us,7,Duke,1627742,True,2024
NYK,Jericho Sims,Jericho,Sims,C,6-10,245,"October 20, 1998",us,1,Texas,1630579,True,2023
NYK,Jericho Sims,Jericho,Sims,C,6-10,245,"October 20, 1998",us,2,Texas,1630579,True,2024
UTA,Kelly Olynyk,Kelly,Olynyk,C,6-11,240,"April 19, 1991",ca,9,Gonzaga,203482,True,2023
TOR,Kelly Olynyk,Kelly,Olynyk,C,6-11,240,"April 19, 1991",ca,10,Gonzaga,203482,True,2024
MIL,Giannis Antetokounmpo,Giannis,Antetokounmpo,PF,6-11,242,"December 6, 1994",gr,9,,203507,True,2023
MIL,Giannis Antetokounmpo,Giannis,Antetokounmpo,PF,6-11,242,"December 6, 1994",gr,10,,203507,True,2024
OKC,Aleksej Pokusevski,Aleksej,Pokusevski,PF,7-0,190,"December 26, 2001",rs,2,,1630197,True,2023
CHO,Aleksej Pokusevski,Aleksej,Pokusevski,PF,7-0,190,"December 26, 2001",rs,3,,1630197,True,2024
MEM,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,PF,6-7,275,"August 14, 2002",us,R,Louisiana Tech,1631254,True,2023
UTA,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,PF,6-7,275,"August 14, 2002",us,1,Louisiana Tech,1631254,True,2024
CHI,Coby White,Coby,White,SG,6-5,195,"February 16, 2000",us,3,UNC,1629632,True,2023
CHI,Coby White,Coby,White,PG,6-5,195,"February 16, 2000",us,4,UNC,1629632,True,2024
CHO,Amari Bailey,Amari,Bailey,PG,6-5,185,"February 17, 2004",us,R,UCLA,1641735,True,2024
DET,Isaiah Livers,Isaiah,Livers,PF,6-7,230,"July 28, 1998",us,1,Michigan,1630587,True,2023
NOP,Jordan Hawkins,Jordan,Hawkins,SG,6-5,195,"April 29, 2002",us,R,UConn,1641722,True,2024
WAS,Johnny Davis,Johnny,Davis,SG,6-5,196,"February 27, 2002",us,R,Wisconsin,1631098,True,2023
WAS,Johnny Davis,Johnny,Davis,SG,6-5,196,"February 27, 2002",us,1,Wisconsin,1631098,True,2024
BRK,Cameron Johnson,Cameron,Johnson,PF,6-8,210,"March 3, 1996",us,3,"Pitt, UNC",1629661,True,2023
PHO,Cameron Johnson,Cameron,Johnson,PF,6-8,210,"March 3, 1996",us,3,"Pitt, UNC",1629661,True,2023
BRK,Cameron Johnson,Cameron,Johnson,PF,6-8,210,"March 3, 1996",us,4,"Pitt, UNC",1629661,True,2024
CLE,Lamar Stevens,Lamar,Stevens,SF,6-6,230,"July 9, 1997",us,2,Penn State,1630205,True,2023
MEM,Lamar Stevens,Lamar,Stevens,PF,6-6,230,"July 9, 1997",us,3,Penn State,1630205,True,2024
PHO,Jock Landale,Jock,Landale,C,6-11,256,"October 25, 1995",au,1,"Saint Mary's",1629111,True,2023
HOU,Jock Landale,Jock,Landale,C,6-11,256,"October 25, 1995",au,2,"Saint Mary's",1629111,True,2024
UTA,Johnny Juzang,Johnny,Juzang,SG,6-7,215,"March 17, 2001",us,R,"Kentucky, UCLA",1630548,True,2023
UTA,Johnny Juzang,Johnny,Juzang,SG,6-7,215,"March 17, 2001",us,1,"Kentucky, UCLA",1630548,True,2024
TOR,Precious Achiuwa,Precious,Achiuwa,C,6-8,225,"September 19, 1999",ng,2,Memphis,1630173,True,2023
NYK,Precious Achiuwa,Precious,Achiuwa,PF,6-8,225,"September 19, 1999",ng,3,Memphis,1630173,True,2024
UTA,Ochai Agbaji,Ochai,Agbaji,SG,6-5,215,"April 20, 2000",us,R,Kansas,1630534,True,2023
TOR,Ochai Agbaji,Ochai,Agbaji,SG,6-5,215,"April 20, 2000",us,1,Kansas,1630534,True,2024
IND,Aaron Nesmith,Aaron,Nesmith,SF,6-5,215,"October 16, 1999",us,2,Vanderbilt,1630174,True,2023
IND,Aaron Nesmith,Aaron,Nesmith,SF,6-5,215,"October 16, 1999",us,3,Vanderbilt,1630174,True,2024
ATL,Onyeka Okongwu,Onyeka,Okongwu,C,6-8,235,"December 11, 2000",us,2,USC,1630168,True,2023
ATL,Onyeka Okongwu,Onyeka,Okongwu,C,6-8,235,"December 11, 2000",us,3,USC,1630168,True,2024
CHI,Nikola Vucevic,Nikola,Vucevic,C,6-10,260,"October 24, 1990",ch,11,USC,202696,True,2023
CHI,Nikola Vucevic,Nikola,Vucevic,C,6-10,260,"October 24, 1990",ch,12,USC,202696,True,2024
MIN,Jaylen Clark,Jaylen,Clark,SG,6-5,205,"October 13, 2001",us,R,UCLA,1641740,True,2024
MIA,Omer Yurtseven,Omer,Yurtseven,C,7-0,264,"June 19, 1998",tr,1,"NC State, Georgetown",1630209,True,2023
UTA,Omer Yurtseven,Omer,Yurtseven,C,7-0,264,"June 19, 1998",tr,2,"NC State, Georgetown",1630209,True,2024
POR,Keon Johnson,Keon,Johnson,SG,6-5,186,"March 10, 2002",us,1,Tennessee,1630553,True,2023
BRK,Keon Johnson,Keon,Johnson,SG,6-5,186,"March 10, 2002",us,2,Tennessee,1630553,True,2024
WAS,Monte Morris,Monte,Morris,PG,6-2,183,"June 27, 1995",us,5,Iowa State,1628420,True,2023
